Index,Name,TwoHand,Level,ItemSlot,SkillIndex,Width,Height,DamageMin,DamageMax,SuccessfulBlocking,Defense,MagicDefense,WeaponSpeed,WalkSpeed,Durability,MagicDur,MagicPower,RequireStrength,RequireDexterity,RequireEnergy,RequireVitality,RequireCharisma,RequireLevel,Value,Zen,AttType,RequireClass0,RequireClass1,RequireClass2,RequireClass3,RequireClass4,RequireClass5,RequireClass6,Resistance0,Resistance1,Resistance2,Resistance3,Resistance4,Resistance5,Resistance6,Resistance7
4175,"Legendary Armor-J",0,56,3,0,2,2,0,0,0,24,0,0,0,42,0,0,40,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4176,"Guardian Armor-J",0,57,3,0,2,2,0,0,0,31,0,0,0,45,0,0,40,80,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4177,"Light Plate Armor-J",0,62,3,0,2,3,0,0,0,27,0,0,0,42,0,0,70,20,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4178,"Red Wing Armor-J",0,56,3,0,2,2,0,0,0,30,0,0,0,42,0,0,35,8,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4179,"Sacred Fire Armor-J",0,66,3,0,2,3,0,0,0,45,0,0,0,52,0,0,85,0,0,75,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4608,"Bronze Pants",0,15,4,0,2,2,0,0,0,10,0,0,0,34,0,0,80,20,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4609,"Dragon Pants",0,55,4,0,2,2,0,0,0,26,0,0,0,68,0,0,120,30,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4610,"Pad Pants",0,8,4,0,2,2,0,0,0,5,0,0,0,28,0,0,30,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4611,"Legendary Pants",0,53,4,0,2,2,0,0,0,20,0,0,0,42,0,0,40,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4612,"Bone Pants",0,20,4,0,2,2,0,0,0,10,0,0,0,30,0,0,40,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4613,"Leather Pants",0,8,4,0,2,2,0,0,0,7,0,0,0,30,0,0,80,0,0,0,0,0,0,0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
4614,"Scale Pants",0,25,4,0,2,2,0,0,0,14,0,0,0,40,0,0,110,0,0,0,0,0,0,0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
4615,"Sphinx Pants",0,34,4,0,2,2,0,0,0,15,0,0,0,36,0,0,40,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4616,"Brass Pants",0,35,4,0,2,2,0,0,0,18,0,0,0,44,0,0,100,30,0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
4617,"Plate Pants",0,45,4,0,2,2,0,0,0,22,0,0,0,50,0,0,130,0,0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
4618,"Vine Pants",0,8,4,0,2,2,0,0,0,6,0,0,0,22,0,0,30,60,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4619,"Silk Pants",0,18,4,0,2,2,0,0,0,10,0,0,0,26,0,0,30,70,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4620,"Wind Pants",0,30,4,0,2,2,0,0,0,14,0,0,0,32,0,0,30,80,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4621,"Spirit Pants",0,42,4,0,2,2,0,0,0,18,0,0,0,38,0,0,40,80,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4622,"Guardian Pants",0,54,4,0,2,2,0,0,0,25,0,0,0,45,0,0,40,80,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4623,"Storm Crow Pants",0,74,4,0,2,2,0,0,0,34,0,0,0,80,0,0,150,70,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4624,"Black Dragon Pants",0,84,4,0,2,2,0,0,0,40,0,0,0,74,0,0,170,60,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4625,"Dark Phoenix Pants",0,96,4,0,2,2,0,0,0,54,0,0,0,80,0,0,207,63,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4626,"Grand Soul Pants",0,86,4,0,2,2,0,0,0,30,0,0,0,67,0,0,59,20,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4627,"Divine Pants",0,88,4,0,2,2,0,0,0,39,0,0,0,74,0,0,50,110,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4628,"Thunder Hawk Pants",0,99,4,0,2,2,0,0,0,49,0,0,0,82,0,0,150,70,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4629,"Great Dragon Pants",0,113,4,0,2,2,0,0,0,65,0,0,0,86,0,0,200,58,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4630,"Dark Soul Pants",0,117,4,0,2,2,0,0,0,39,0,0,0,75,0,0,55,18,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4631,"Hurricane Pants",0,122,4,0,2,2,0,0,0,61,0,0,0,90,0,0,162,66,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4632,"Red Spirit Pants",0,100,4,0,2,2,0,0,0,48,0,0,0,80,0,0,52,115,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4633,"Light Plate Pants",0,50,4,0,2,2,0,0,0,21,0,0,0,42,0,0,70,20,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4634,"Adamantine Pants",0,70,4,0,2,2,0,0,0,26,0,0,0,56,0,0,77,21,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4635,"Dark Steel Pants",0,92,4,0,2,2,0,0,0,31,0,0,0,70,0,0,84,22,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4636,"Dark Master Pants",0,110,4,0,2,2,0,0,0,39,0,0,0,78,0,0,80,21,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4637,"Dragon Knight Pants",0,134,4,0,2,2,0,0,0,78,0,0,0,90,0,0,170,60,0,0,0,380,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4638,"Venom Mist Pants",0,135,4,0,2,2,0,0,0,55,0,0,0,86,0,0,44,15,0,0,0,380,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4639,"Sylphid Ray Pants",0,135,4,0,2,2,0,0,0,61,0,0,0,86,0,0,38,80,0,0,0,380,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4640,"Volcano Pants",0,135,4,0,2,2,0,0,0,74,0,0,0,95,0,0,145,60,0,0,0,380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4641,"Sunlight Pants",0,140,4,0,2,2,0,0,0,52,0,0,0,82,0,0,62,16,0,0,0,380,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4642,"Ashcrow Pants",0,69,4,0,2,2,0,0,0,33,0,0,0,72,0,0,160,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4643,"Eclipse Pants",0,69,4,0,2,2,0,0,0,25,0,0,0,54,0,0,53,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,"Iris Pants",0,69,4,0,2,2,0,0,0,32,0,0,0,59,0,0,50,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4645,"Valiant Pants",0,101,4,0,2,2,0,0,0,41,0,0,0,81,0,0,155,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4646,"Glorious Pants",0,101,4,0,2,2,0,0,0,35,0,0,0,74,0,0,80,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4647,"Violent Wind Pants",0,30,4,0,2,2,0,0,0,16,0,0,0,36,0,0,36,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4648,"Red Wing Pants",0,53,4,0,2,2,0,0,0,22,0,0,0,42,0,0,35,7,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4649,"Ancient Pants",0,72,4,0,2,2,0,0,0,28,0,0,0,54,0,0,49,16,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4650,"Demonic Pants",0,86,4,0,2,2,0,0,0,37,0,0,0,67,0,0,60,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4651,"Storm Blitz Pants",0,117,4,0,2,2,0,0,0,49,0,0,0,75,0,0,57,19,0,0,0,380,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4652,"Eternal Wing Pants",0,122,4,0,2,2,0,0,0,41,0,0,0,86,0,0,62,20,170,0,0,380,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4653,"Titan  Pants",0,116,4,0,2,2,0,0,0,74,0,0,0,86,0,0,222,32,0,0,0,380,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4654,"Brave Pants",0,112,4,0,2,2,0,0,0,58,0,0,0,86,0,0,74,162,0,0,0,380,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4655,"Phantom  Pants",0,115,4,0,2,2,0,0,0,66,0,0,0,86,0,0,212,57,0,0,0,380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4656,"Destroy Pants",0,113,4,0,2,2,0,0,0,51,0,0,0,86,0,0,62,19,165,0,0,380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4657,"Seraphim Pants",0,116,4,0,2,2,0,0,0,53,0,0,0,86,0,0,55,197,0,0,0,380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4658,"Divine Pants",0,109,4,0,2,2,0,0,0,46,0,0,0,86,0,0,32,29,138,0,0,380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4659,"Royal Pants",0,116,4,0,2,2,0,0,0,46,0,0,0,86,0,0,105,38,0,0,0,380,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4660,"Hades Pants",0,114,4,0,2,2,0,0,0,44,0,0,0,86,0,0,60,15,181,0,0,380,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4667,"Sacred Fire Pants",0,62,4,0,2,2,0,0,0,33,0,0,0,52,0,0,85,0,0,75,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4668,"Storm Jahad Pants",0,78,4,0,2,2,0,0,0,41,0,0,0,68,0,0,100,0,0,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4669,"Piercing Groove Pants",0,95,4,0,2,2,0,0,0,49,0,0,0,82,0,0,115,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4670,"Scale Pants",0,25,4,0,2,2,0,0,0,18,0,0,0,255,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
4671,"Silk Pants",0,18,4,0,2,2,0,0,0,13,0,0,0,255,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4672,"Sphinx Pants",0,34,4,0,2,2,0,0,0,19,0,0,0,255,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4673,"Violent Wind Pants",0,30,4,0,2,2,0,0,0,20,0,0,0,255,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4674,"Dark Soul Pants",0,70,4,0,2,2,0,0,0,31,0,0,0,255,0,0,0,0,0,0,0,150,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4675,"Dragon Pants",0,55,4,0,2,2,0,0,0,28,0,0,0,255,0,0,0,0,0,0,0,150,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4676,"Guardian Pants",0,54,4,0,2,2,0,0,0,30,0,0,0,255,0,0,0,0,0,0,0,150,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4677,"Legendary Pants",0,53,4,0,2,2,0,0,0,25,0,0,0,255,0,0,0,0,0,0,0,150,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4678,"Red Wing Pants",0,53,4,0,2,2,0,0,0,26,0,0,0,255,0,0,0,0,0,0,0,150,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4679,"Atlans Pants",0,74,4,0,2,2,0,0,0,39,0,0,0,255,0,0,0,0,0,0,0,150,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4680,"Storm Jahad Pants",0,78,4,0,2,2,0,0,0,33,0,0,0,255,0,0,0,0,0,0,0,150,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4681,"Phoenix Soul Pants",0,134,4,0,2,2,0,0,0,68,0,0,0,88,0,0,97,0,0,85,0,380,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4686,"Dragon Pants-J",0,55,4,0,2,2,0,0,0,28,0,0,0,68,0,0,120,30,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4687,"Legendary Pants-J",0,53,4,0,2,2,0,0,0,22,0,0,0,42,0,0,40,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4688,"Guardian Pants-J",0,54,4,0,2,2,0,0,0,27,0,0,0,45,0,0,40,80,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4689,"Light Plate Pants-J",0,50,4,0,2,2,0,0,0,23,0,0,0,42,0,0,70,20,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4690,"Red Wing Pants-J",0,53,4,0,2,2,0,0,0,24,0,0,0,42,0,0,35,7,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4691,"Sacred Fire Pants-J",0,62,4,0,2,2,0,0,0,35,0,0,0,52,0,0,85,0,0,75,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5120,"Bronze Gloves",0,13,5,0,2,2,0,0,0,4,0,4,0,34,0,0,80,20,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5121,"Dragon Gloves",0,52,5,0,2,2,0,0,0,14,0,6,0,68,0,0,120,30,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5122,"Pad Gloves",0,3,5,0,2,2,0,0,0,2,0,0,0,28,0,0,20,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5123,"Legendary Gloves",0,44,5,0,2,2,0,0,0,11,0,0,0,42,0,0,20,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5124,"Bone Gloves",0,14,5,0,2,2,0,0,0,5,0,0,0,30,0,0,20,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5125,"Leather Gloves",0,4,5,0,2,2,0,0,0,2,0,8,0,30,0,0,80,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5126,"Scale Gloves",0,22,5,0,2,2,0,0,0,7,0,10,0,40,0,0,110,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5127,"Sphinx Gloves",0,28,5,0,2,2,0,0,0,8,0,0,0,36,0,0,20,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5128,"Brass Gloves",0,32,5,0,2,2,0,0,0,9,0,8,0,44,0,0,100,30,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5129,"Plate Gloves",0,42,5,0,2,2,0,0,0,12,0,4,0,50,0,0,130,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5130,"Vine Gloves",0,4,5,0,2,2,0,0,0,2,0,4,0,22,0,0,30,60,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5131,"Silk Gloves",0,14,5,0,2,2,0,0,0,4,0,8,0,26,0,0,30,70,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5132,"Wind Gloves",0,26,5,0,2,2,0,0,0,6,0,10,0,32,0,0,30,80,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5133,"Spirit Gloves",0,38,5,0,2,2,0,0,0,9,0,4,0,38,0,0,40,80,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5134,"Guardian Gloves",0,50,5,0,2,2,0,0,0,15,0,6,0,45,0,0,40,80,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5135,"Storm Crow Gloves",0,70,5,0,2,2,0,0,0,20,0,6,0,80,0,0,150,70,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5136,"Black Dragon Gloves",0,76,5,0,2,2,0,0,0,22,0,6,0,74,0,0,170,60,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5137,"Dark Phoenix Gloves",0,86,5,0,2,2,0,0,0,37,0,6,0,80,0,0,205,63,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5138,"Grand Soul Gloves",0,70,5,0,2,2,0,0,0,20,0,5,0,67,0,0,49,10,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5139,"Divine Gloves",0,72,5,0,2,2,0,0,0,29,0,6,0,74,0,0,50,110,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5140,"Thunder Hawk Gloves",0,88,5,0,2,2,0,0,0,34,0,7,0,82,0,0,150,70,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5141,"Great Dragon Gloves",0,94,5,0,2,2,0,0,0,48,0,6,0,86,0,0,200,58,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5142,"Dark Soul Gloves",0,87,5,0,2,2,0,0,0,30,0,6,0,75,0,0,55,18,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5143,"Hurricane Gloves",0,102,5,0,2,2,0,0,0,45,0,7,0,90,0,0,162,66,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5144,"Red Spirit Gloves",0,84,5,0,2,2,0,0,0,38,0,6,0,80,0,0,52,115,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5145,"Light Plate Gloves",0,42,5,0,2,2,0,0,0,12,0,7,0,42,0,0,70,20,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5146,"Adamantine Gloves",0,57,5,0,2,2,0,0,0,18,0,6,0,56,0,0,77,21,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5147,"Dark Steel Gloves",0,75,5,0,2,2,0,0,0,21,0,5,0,70,0,0,84,22,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5148,"Dark Master Gloves",0,89,5,0,2,2,0,0,0,29,0,4,0,78,0,0,80,21,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5149,"Dragon Knight Gloves",0,114,5,0,2,2,0,0,0,60,0,7,0,90,0,0,170,60,0,0,0,380,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5150,"Venom Mist Gloves",0,111,5,0,2,2,0,0,0,44,0,7,0,86,0,0,44,15,0,0,0,380,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5151,"Sylphid Ray Gloves",0,111,5,0,2,2,0,0,0,50,0,7,0,86,0,0,38,80,0,0,0,380,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5152,"Volcano Gloves",0,127,5,0,2,2,0,0,0,55,0,7,0,95,0,0,145,60,0,0,0,380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5153,"Sunlight Gloves",0,110,5,0,2,2,0,0,0,40,0,5,0,82,0,0,62,16,0,0,0,380,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5154,"Ashcrow Gloves",0,61,5,0,2,2,0,0,0,18,0,6,0,72,0,0,160,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5155,"Eclipse Gloves",0,61,5,0,2,2,0,0,0,15,0,6,0,54,0,0,53,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5156,"Iris Gloves",0,61,5,0,2,2,0,0,0,22,0,6,0,59,0,0,50,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5157,"Valiant Gloves",0,91,5,0,2,2,0,0,0,27,0,7,0,81,0,0,155,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5158,"Glorious Gloves",0,91,5,0,2,2,0,0,0,25,0,5,0,74,0,0,80,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5159,"Violent Wind Gloves",0,24,5,0,2,2,0,0,0,9,0,6,0,36,0,0,22,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5160,"Red Wing Gloves",0,44,5,0,2,2,0,0,0,13,0,8,0,42,0,0,18,4,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5161,"Ancient Gloves",0,61,5,0,2,2,0,0,0,19,0,7,0,54,0,0,52,16,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5162,"Demonic Gloves",0,70,5,0,2,2,0,0,0,26,0,6,0,67,0,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5163,"Storm Blitz Gloves",0,87,5,0,2,2,0,0,0,34,0,6,0,75,0,0,56,20,0,0,0,380,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5164,"Eternal Wing Gloves",0,102,5,0,2,2,0,0,0,29,0,0,0,86,0,0,62,20,170,0,0,380,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5165,"Titan  Gloves",0,100,5,0,2,2,0,0,0,56,0,7,0,86,0,0,222,32,0,0,0,380,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5166,"Brave Gloves",0,97,5,0,2,2,0,0,0,42,0,7,0,86,0,0,74,162,0,0,0,380,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5167,"Phantom  Gloves",0,101,5,0,2,2,0,0,0,49,0,7,0,86,0,0,212,57,0,0,0,380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5168,"Destroy Gloves",0,99,5,0,2,2,0,0,0,40,0,7,0,86,0,0,62,19,165,0,0,380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5169,"Seraphim Gloves",0,100,5,0,2,2,0,0,0,43,0,7,0,86,0,0,55,197,0,0,0,380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5170,"Divine Gloves",0,95,5,0,2,2,0,0,0,36,0,7,0,86,0,0,32,29,138,0,0,380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5171,"Royal Gloves",0,101,5,0,2,2,0,0,0,34,0,7,0,86,0,0,105,38,0,0,0,380,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5172,"Hades Gloves",0,100,5,0,2,2,0,0,0,31,0,7,0,86,0,0,60,15,181,0,0,380,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5182,"Scale Gloves",0,22,5,0,2,2,0,0,0,10,0,10,0,255,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
5183,"Silk Gloves",0,14,5,0,2,2,0,0,0,6,0,8,0,255,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5184,"Sphinx Gloves",0,28,5,0,2,2,0,0,0,12,0,0,0,255,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5185,"Violent Wind Gloves",0,24,5,0,2,2,0,0,0,13,0,6,0,255,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5186,"Dark Soul Gloves",0,57,5,0,2,2,0,0,0,20,0,6,0,255,0,0,0,0,0,0,0,150,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5187,"Dragon Gloves",0,52,5,0,2,2,0,0,0,19,0,6,0,255,0,0,0,0,0,0,0,150,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5188,"Guardian Gloves",0,50,5,0,2,2,0,0,0,20,0,6,0,255,0,0,0,0,0,0,0,150,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5189,"Legendary Gloves",0,44,5,0,2,2,0,0,0,16,0,0,0,255,0,0,0,0,0,0,0,150,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5190,"Red Wing Gloves",0,44,5,0,2,2,0,0,0,18,0,8,0,255,0,0,0,0,0,0,0,150,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5191,"Atlans Gloves",0,70,5,0,2,2,0,0,0,25,0,6,0,255,0,0,0,0,0,0,0,150,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5198,"Dragon Gloves-J",0,52,5,0,2,2,0,0,0,16,0,6,0,68,0,0,120,30,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5199,"Legendary Gloves-J",0,44,5,0,2,2,0,0,0,13,0,0,0,42,0,0,20,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5200,"Guardian Gloves-J",0,50,5,0,2,2,0,0,0,17,0,6,0,45,0,0,40,80,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5201,"Light Plate Gloves-J",0,42,5,0,2,2,0,0,0,14,0,7,0,42,0,0,70,20,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5202,"Red Wing Gloves-J",0,44,5,0,2,2,0,0,0,15,0,8,0,42,0,0,18,4,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
